head	relation	tail	prompt	prediction
8159924	_hypernym	7971582	Is the following triple valid? Head: york, the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose, Relation: hypernym, Tail: dynasty, a sequence of powerful leaders in the same family. Answer with 'Yes' or 'No'.	Yes
6580646	_hypernym	6568978	"Is the following triple valid? Head: systems software, a program (as an operating system or compiler or utility program) that controls some aspect of the operation of a computer, Relation: hypernym, Tail: programme, (computer science) a sequence of instructions that a computer can interpret and execute; ""the program required several hundred lines of code"". Answer with 'Yes' or 'No'."	Yes
968962	_hypernym	968211	"Is the following triple valid? Head: podcast, distribute (multimedia files) over the internet for playback on a mobile device or a personal computer, Relation: hypernym, Tail: spread, cause to become widely known; ""spread information""; ""circulate a rumor""; ""broadcast the news"". Answer with 'Yes' or 'No'."	Yes
1696849	_member_meronym	1697837	Is the following triple valid? Head: family crocodylidae, true crocodiles, Relation: member meronym, Tail: tomistoma, a genus of Malayan crocodiles. Answer with 'Yes' or 'No'.	Yes
6643408	_hypernym	6797169	"Is the following triple valid? Head: evidence, an indication that makes something evident; ""his trembling was evidence of his fear"", Relation: hypernym, Tail: indication, something that serves to indicate or suggest; ""an indication of foul play""; ""indications of strain""; ""symptoms are the prime indicants of disease"". Answer with 'Yes' or 'No'."	Yes
6596978	_hypernym	6593296	"Is the following triple valid? Head: number, one of a series published periodically; ""she found an old issue of the magazine in her dentist's waiting room"", Relation: hypernym, Tail: periodical, a publication that appears at fixed intervals. Answer with 'Yes' or 'No'."	Yes
7572957	_hypernym	7566340	Is the following triple valid? Head: tinned goods, food preserved by canning, Relation: hypernym, Tail: foodstuff, a substance that can be used or prepared for use as food. Answer with 'Yes' or 'No'.	Yes
1695976	_derivationally_related_form	4681797	"Is the following triple valid? Head: crosshatch, shade with multiple crossing lines; ""the draftsman crosshatched the area"", Relation: derivationally related form, Tail: hatching, shading consisting of multiple crossing lines. Answer with 'Yes' or 'No'."	Yes
7091902	_hypernym	6290637	"Is the following triple valid? Head: acronym, a word formed from the initial letters of the several words in the name, Relation: hypernym, Tail: word form, the phonological or orthographic sound or appearance of a word that can be used to describe or identify something; ""the inflected forms of a word can be represented by a stem and a list of inflections to be attached"". Answer with 'Yes' or 'No'."	Yes
2425228	_hypernym	2424695	Is the following triple valid? Head: tragelaphus scriptus, antelope with white markings like a harness and twisted horns, Relation: hypernym, Tail: harnessed antelope, any of several antelopes of the genus Tragelaphus having striped markings resembling a harness. Answer with 'Yes' or 'No'.	Yes
6693198	_derivationally_related_form	860620	"Is the following triple valid? Head: praise, an expression of approval and commendation; ""he always appreciated praise for his work"", Relation: derivationally related form, Tail: proclaim, praise, glorify, or honor; ""extol the virtues of one's children""; ""glorify one's spouse's cooking"". Answer with 'Yes' or 'No'."	Yes
1057034	_derivationally_related_form	1253379	"Is the following triple valid? Head: jam, interfere with or prevent the reception of signals; ""Jam the Voice of America""; ""block the signals emitted by this station"", Relation: derivationally related form, Tail: jamming, deliberate radiation or reflection of electromagnetic energy for the purpose of disrupting enemy use of electronic devices or systems. Answer with 'Yes' or 'No'."	Yes
62582	_hypernym	89324	"Is the following triple valid? Head: sterilize, make free from bacteria, Relation: hypernym, Tail: disinfect, destroy microorganisms or pathogens by cleansing; ""disinfect a wound"". Answer with 'Yes' or 'No'."	Yes
1455592	_member_meronym	1455986	Is the following triple valid? Head: syngnathidae, pipefishes, Relation: member meronym, Tail: syngnathus, type genus of the family Syngnathidae. Answer with 'Yes' or 'No'.	Yes
7191777	_hypernym	7191279	"Is the following triple valid? Head: insisting, continual and persistent demands, Relation: hypernym, Tail: demand, an urgent or peremptory request; ""his demands for attention were unceasing"". Answer with 'Yes' or 'No'."	Yes
2514988	_member_meronym	2515214	"Is the following triple valid? Head: subclass crossopterygii, fishes having paired fins resembling limbs and regarded as ancestral to amphibians, Relation: member meronym, Tail: lobefin, any fish of the order Crossopterygii; most known only in fossil form   liable to sin; ""a frail and peccable mortal""- Sir Walter Scott. Answer with 'Yes' or 'No'."	Yes
8174398	_member_meronym	8949093	Is the following triple valid? Head: north atlantic treaty organization, an international organization created in 1949 by the North Atlantic Treaty for purposes of collective security, Relation: member meronym, Tail: the netherlands, a constitutional monarchy in western Europe on the North Sea; half the country lies below sea level. Answer with 'Yes' or 'No'.	Yes
630634	_hypernym	624738	"Is the following triple valid? Head: tummy crunch, an exercise designed to strengthen the abdominal muscles, Relation: hypernym, Tail: workout, the activity of exerting your muscles in various ways to keep fit; ""the doctor recommended regular exercise""; ""he did some exercising""; ""the physical exertion required by his work kept him fit"". Answer with 'Yes' or 'No'."	Yes
12406715	_hypernym	12405714	Is the following triple valid? Head: ulmus carpinifolia, European elm with lustrous smooth leaves used as an ornamental, Relation: hypernym, Tail: elm tree, any of various trees of the genus Ulmus: important timber or shade trees. Answer with 'Yes' or 'No'.	Yes
7466557	_hypernym	7470671	Is the following triple valid? Head: field event, a competition that takes place on a field rather than on a running track, Relation: hypernym, Tail: match, a formal contest in which two or more persons or teams compete. Answer with 'Yes' or 'No'.	Yes
1733213	_hypernym	1714208	"Is the following triple valid? Head: conduct, lead musicians in the performance of; ""Bernstein conducted Mahler like no other conductor""; ""she cannot conduct modern pieces"", Relation: hypernym, Tail: perform, give a performance (of something); ""Horowitz is performing at Carnegie Hall tonight""; ""We performed a popular Gilbert and Sullivan opera"". Answer with 'Yes' or 'No'."	Yes
12224309	_hypernym	11534677	Is the following triple valid? Head: order casuarinales, order of chiefly Australian trees and shrubs comprising the casuarinas; 1 family: Casuarinaceae, Relation: hypernym, Tail: plant order, the order of plants. Answer with 'Yes' or 'No'.	"API error: 503 - {""error"":{""message"":""Service Unavailable"",""type"":""internal_server_error""}}
"
810729	_hypernym	811375	"Is the following triple valid? Head: get out, escape potentially unpleasant consequences; get away with a forbidden action; ""She gets away with murder!""; ""I couldn't get out from under these responsibilities"", Relation: hypernym, Tail: avoid, stay clear from; keep away from; keep out of the way of someone or something; ""Her former friends now avoid her"". Answer with 'Yes' or 'No'."	Yes
13726074	_has_part	13725726	Is the following triple valid? Head: watt second, a unit of electrical energy equal to the work done when a current of one ampere passes through a resistance of one ohm for one second, Relation: has part, Tail: erg, a cgs unit of work or energy; the work done by a force of one dyne acting over a distance of one centimeter. Answer with 'Yes' or 'No'.	No
802946	_derivationally_related_form	1141841	"Is the following triple valid? Head: tolerate, allow the presence of or allow (an activity) without opposing or prohibiting; ""We don't allow dogs here""; ""Children are not permitted beyond this point""; ""We cannot tolerate smoking in the hospital"", Relation: derivationally related form, Tail: allowance, the act of allowing; ""He objected to the allowance of smoking in the dining room"". Answer with 'Yes' or 'No'."	Yes
9989045	_hypernym	10129825	"Is the following triple valid? Head: wench, informal terms for a (young) woman, Relation: hypernym, Tail: young woman, a young woman; ""a young lady of 18"". Answer with 'Yes' or 'No'."	Yes
974367	_derivationally_related_form	9795124	"Is the following triple valid? Head: denote, make known; make an announcement; ""She denoted her feelings clearly"", Relation: derivationally related form, Tail: announcer, reads news, commercials on radio or television. Answer with 'Yes' or 'No'."	Yes
2802544	_hypernym	3120491	"Is the following triple valid? Head: basketball court, the court on which basketball is played, Relation: hypernym, Tail: court, a specially marked horizontal area within which a game is played; ""players had to reserve a court in advance"". Answer with 'Yes' or 'No'."	Yes
10128909	_hypernym	9606527	Is the following triple valid? Head: monster, someone or something that is abnormally large and powerful, Relation: hypernym, Tail: unusual person, a person who is unusual. Answer with 'Yes' or 'No'.	No
1687569	_derivationally_related_form	5844105	"Is the following triple valid? Head: stylize, represent according to a conventional style; ""a stylized female head"", Relation: derivationally related form, Tail: style, a particular kind (as to appearance); ""this style of shoe is in demand"". Answer with 'Yes' or 'No'."	Yes
2001858	_derivationally_related_form	319939	"Is the following triple valid? Head: trail, go after with the intent to catch; ""The policeman chased the mugger down the alley""; ""the dog chased the rabbit"", Relation: derivationally related form, Tail: pursuit, the act of pursuing in an effort to overtake or capture; ""the culprit started to run and the cop took off in pursuit"". Answer with 'Yes' or 'No'."	Yes
5673908	_derivationally_related_form	1978003	"Is the following triple valid? Head: forgetfulness, unawareness caused by neglectful or heedless failure to remember; ""his forgetfulness increased as he grew older"", Relation: derivationally related form, Tail: unmindful, not mindful or attentive; ""while thus unmindful of his steps he stumbled""- G.B.Shaw. Answer with 'Yes' or 'No'."	Yes
7040148	_hypernym	7037465	"Is the following triple valid? Head: andante, a musical composition or musical passage to be performed moderately slow, Relation: hypernym, Tail: piece of music, a musical work that has been created; ""the composition is written in four movements"". Answer with 'Yes' or 'No'."	Yes
13060190	_hypernym	12992868	Is the following triple valid? Head: jelly fungus, any fungus of the order Tremellales or Auriculariales whose fruiting body is jellylike in consistency when fresh, Relation: hypernym, Tail: fungus, an organism of the kingdom Fungi lacking chlorophyll and feeding on organic matter; ranging from unicellular or multicellular organisms to spore-bearing syncytia. Answer with 'Yes' or 'No'.	Yes
376400	_hypernym	376063	"Is the following triple valid? Head: breaking, the act of breaking something; ""the breakage was unavoidable"", Relation: hypernym, Tail: change of integrity, the act of changing the unity or wholeness of something. Answer with 'Yes' or 'No'."	Yes
6083243	_derivationally_related_form	10806222	Is the following triple valid? Head: zoology, the branch of biology that studies animals, Relation: derivationally related form, Tail: zoologist, a specialist in the branch of biology dealing with animals. Answer with 'Yes' or 'No'.	Yes
8900535	_has_part	8903220	Is the following triple valid? Head: republic of india, a republic in the Asian subcontinent in southern Asia; second most populous country in the world; achieved independence from the United Kingdom in 1947, Relation: has part, Tail: old delhi, a city in north central India. Answer with 'Yes' or 'No'.	Yes
353992	_derivationally_related_form	493703	"Is the following triple valid? Head: devaluation, the reduction of something's value or worth, Relation: derivationally related form, Tail: devalue, lower the value or quality of; ""The tear devalues the painting"". Answer with 'Yes' or 'No'."	Yes
43902	_synset_domain_topic_of	471613	"Is the following triple valid? Head: hit, (baseball) a successful stroke in an athletic contest (especially in baseball); ""he came all the way around on Williams' hit"", Relation: synset domain topic of, Tail: baseball game, a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs; ""he played baseball in high school""; ""there was a baseball game on every empty lot""; ""there was a desire for National League ball in the area""; ""play ball!"". Answer with 'Yes' or 'No'."	Yes
2641035	_derivationally_related_form	1062817	"Is the following triple valid? Head: pause, interrupt temporarily an activity before continuing; ""The speaker paused"", Relation: derivationally related form, Tail: pause, temporary inactivity. Answer with 'Yes' or 'No'."	Yes
1951276	_hypernym	1953810	Is the following triple valid? Head: freight, transport commercially as cargo, Relation: hypernym, Tail: transport, move something or somebody around; usually over long distances. Answer with 'Yes' or 'No'.	Yes
5154517	_hypernym	4723816	"Is the following triple valid? Head: plus, a useful or valuable quality, Relation: hypernym, Tail: quality, an essential and distinguishing attribute of something or someone; ""the quality of mercy is not strained""--Shakespeare. Answer with 'Yes' or 'No'."	Yes
2490004	_hypernym	2488834	Is the following triple valid? Head: wive, take (someone) as a wife, Relation: hypernym, Tail: wed, take in marriage. Answer with 'Yes' or 'No'.	Yes
2040505	_hypernym	2021795	Is the following triple valid? Head: coastal diving bird, gull family; skimmer family; jaeger family; auk family, Relation: hypernym, Tail: seafowl, a bird that frequents coastal waters and the open ocean: gulls; pelicans; gannets; cormorants; albatrosses; petrels; etc.. Answer with 'Yes' or 'No'.	Yes
10826352	_instance_hypernym	9989502	Is the following triple valid? Head: fred astaire, United States dancer and cinema actor noted for his original and graceful tap dancing (1899-1987), Relation: instance hypernym, Tail: terpsichorean, a performer who dances professionally. Answer with 'Yes' or 'No'.	Yes
8541288	_derivationally_related_form	195342	"Is the following triple valid? Head: glade, a tract of land with few or no trees in the middle of a wooded area, Relation: derivationally related form, Tail: universally, remove; ""clear the leaves from the lawn""; ""Clear snow from the road""   everywhere; ""people universally agree on this"". Answer with 'Yes' or 'No'."	No
740342	_synset_domain_topic_of	8441203	"Is the following triple valid? Head: culpable negligence, (law) recklessly acting without reasonable caution and putting another person at risk of injury or death (or failing to do something with the same consequences), Relation: synset domain topic of, Tail: law, the collection of rules imposed by authority; ""civilization presupposes respect for the law""; ""the great problem for jurisprudence to allow freedom while enforcing order"". Answer with 'Yes' or 'No'."	Yes
1463963	_derivationally_related_form	5075602	"Is the following triple valid? Head: set up, put into a proper or systematic order; ""arrange the books on the shelves in chronological order"", Relation: derivationally related form, Tail: placement, the spatial property of the way in which something is placed; ""the arrangement of the furniture""; ""the placement of the chairs"". Answer with 'Yes' or 'No'."	Yes
1170243	_derivationally_related_form	14447908	"Is the following triple valid? Head: healthy, having or indicating good health in body or mind; free from infirmity or disease; ""a rosy healthy baby""; ""staying fit and healthy"", Relation: derivationally related form, Tail: wellness, a healthy state of wellbeing free from disease; ""physicians should be held responsible for the health of their patients"". Answer with 'Yes' or 'No'."	Yes
7434102	_hypernym	7433973	Is the following triple valid? Head: warping, a moral or mental distortion, Relation: hypernym, Tail: distortion, a change for the worse. Answer with 'Yes' or 'No'.	Yes
2156546	_hypernym	2609764	"Is the following triple valid? Head: vanish, become invisible or unnoticeable; ""The effect vanished when day broke"", Relation: hypernym, Tail: terminate, have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical; ""the bronchioles terminate in a capillary bed""; ""Your rights stop where you infringe upon the rights of other""; ""My property ends by the bushes""; ""The symphony ends in a pianissimo"". Answer with 'Yes' or 'No'."	Yes
8919949	_member_meronym	9697070	Is the following triple valid? Head: carthage, an ancient city state on the north African coast near modern Tunis; founded by Phoenicians; destroyed and rebuilt by Romans; razed by Arabs in 697, Relation: member meronym, Tail: carthaginian, a native or inhabitant of ancient Carthage. Answer with 'Yes' or 'No'.	No
11020721	_instance_hypernym	10624540	Is the following triple valid? Head: woody guthrie, United States folk singer and songwriter (1912-1967), Relation: instance hypernym, Tail: songwriter, a composer of words or music for popular songs. Answer with 'Yes' or 'No'.	Yes
8806897	_has_part	8807554	Is the following triple valid? Head: rome, capital and largest city of Italy; on the Tiber; seat of the Roman Catholic Church; formerly the capital of the Roman Republic and the Roman Empire, Relation: has part, Tail: lateran, the site in Rome containing the church of Rome and the Lateran Palace. Answer with 'Yes' or 'No'.	Yes
2208118	_also_see	2311387	"Is the following triple valid? Head: take, buy, select; ""I'll take a pound of that sausage"", Relation: also see, Tail: withdraw, remove (a commodity) from (a supply source); ""She drew $2,000 from the account""; ""The doctors drew medical supplies from the hospital's emergency bank"". Answer with 'Yes' or 'No'."	Yes
6389753	_derivationally_related_form	1745377	"Is the following triple valid? Head: indenture, the space left between the margin and the start of an indented line, Relation: derivationally related form, Tail: indent, set in from the margin; ""Indent the paragraphs of a letter"". Answer with 'Yes' or 'No'."	Yes
11746776	_member_meronym	12539306	Is the following triple valid? Head: pea family, a large family of trees, shrubs, vines, and herbs bearing bean pods; divided for convenience into the subfamilies Caesalpiniaceae; Mimosaceae; Papilionaceae, Relation: member meronym, Tail: wild pea, any of various plants of the family Leguminosae that usually grow like vines. Answer with 'Yes' or 'No'.	Yes
626428	_derivationally_related_form	10508710	"Is the following triple valid? Head: read, look at, interpret, and say out loud something that is written or printed; ""The King will read the proclamation at noon"", Relation: derivationally related form, Tail: reader, a person who enjoys reading. Answer with 'Yes' or 'No'."	Yes
118733	_hypernym	116687	Is the following triple valid? Head: vomiting, the reflex act of ejecting the contents of the stomach through the mouth, Relation: hypernym, Tail: projection, the act of expelling or projecting or ejecting. Answer with 'Yes' or 'No'.	Yes
2081178	_derivationally_related_form	8617963	"Is the following triple valid? Head: top, pass by, over, or under without making contact; ""the balloon cleared the tree tops"", Relation: derivationally related form, Tail: top, the top or extreme point of something (usually a mountain or hill); ""the view from the peak was magnificent""; ""they clambered to the tip of Monadnock""; ""the region is a few molecules wide at the summit"". Answer with 'Yes' or 'No'."	Yes
13902048	_derivationally_related_form	1742244	Is the following triple valid? Head: ridge, any long raised strip, Relation: derivationally related form, Tail: ridge, plough alternate strips by throwing the furrow onto an unploughed strip. Answer with 'Yes' or 'No'.	Yes
7334490	_derivationally_related_form	478830	"Is the following triple valid? Head: wipeout, an event (or the result of an event) that completely destroys something, Relation: derivationally related form, Tail: wipe out, mark for deletion, rub off, or erase; ""kill these lines in the President's speech"". Answer with 'Yes' or 'No'."	Yes
3547054	_hypernym	4191595	Is the following triple valid? Head: shanty, small crude shelter used as a dwelling, Relation: hypernym, Tail: shelter, a structure that provides privacy and protection from danger. Answer with 'Yes' or 'No'.	Yes
10564660	_derivationally_related_form	6403969	Is the following triple valid? Head: scribe, informal terms for journalists, Relation: derivationally related form, Tail: penmanship, beautiful handwriting. Answer with 'Yes' or 'No'.	No
1511706	_derivationally_related_form	104249	"Is the following triple valid? Head: propel, cause to move forward with force; ""Steam propels this ship"", Relation: derivationally related form, Tail: impulsion, the act of applying force suddenly; ""the impulse knocked him over"". Answer with 'Yes' or 'No'."	Yes
12658846	_has_part	7770180	Is the following triple valid? Head: sorbus domestica, medium-sized European tree resembling the rowan but bearing edible fruit, Relation: has part, Tail: sorb apple, acid gritty-textured fruit. Answer with 'Yes' or 'No'.	Yes
1410223	_verb_group	1236164	"Is the following triple valid? Head: strike, deliver a sharp blow, as with the hand, fist, or weapon; ""The teacher struck the child""; ""the opponent refused to strike""; ""The boxer struck the attacker dead"", Relation: verb group, Tail: strike, hit against; come into sudden contact with; ""The car hit a tree""; ""He struck the table with his elbow"". Answer with 'Yes' or 'No'."	Yes
