head,relation,tail,prompt,prediction,is_negative,score
1951276,_hypernym,1953810,"Is the following triple valid? Head: freight, transport commercially as cargo, Relation: hypernym, Tail: transport, move something or somebody around; usually over long distances. Answer with 'Yes' or 'No'.",Yes,0,1
5154517,_hypernym,4723816,"Is the following triple valid? Head: plus, a useful or valuable quality, Relation: hypernym, Tail: quality, an essential and distinguishing attribute of something or someone; ""the quality of mercy is not strained""--Shakespeare. Answer with 'Yes' or 'No'.",Yes,0,1
2490004,_hypernym,2488834,"Is the following triple valid? Head: wive, take (someone) as a wife, Relation: hypernym, Tail: wed, take in marriage. Answer with 'Yes' or 'No'.",Yes,0,1
2040505,_hypernym,2021795,"Is the following triple valid? Head: coastal diving bird, gull family; skimmer family; jaeger family; auk family, Relation: hypernym, Tail: seafowl, a bird that frequents coastal waters and the open ocean: gulls; pelicans; gannets; cormorants; albatrosses; petrels; etc.. Answer with 'Yes' or 'No'.",Yes,0,1
10826352,_instance_hypernym,9989502,"Is the following triple valid? Head: fred astaire, United States dancer and cinema actor noted for his original and graceful tap dancing (1899-1987), Relation: instance hypernym, Tail: terpsichorean, a performer who dances professionally. Answer with 'Yes' or 'No'.",No,0,0
8541288,_derivationally_related_form,195342,"Is the following triple valid? Head: glade, a tract of land with few or no trees in the middle of a wooded area, Relation: derivationally related form, Tail: universally, remove; ""clear the leaves from the lawn""; ""Clear snow from the road""   everywhere; ""people universally agree on this"". Answer with 'Yes' or 'No'.",No,0,0
740342,_synset_domain_topic_of,8441203,"Is the following triple valid? Head: culpable negligence, (law) recklessly acting without reasonable caution and putting another person at risk of injury or death (or failing to do something with the same consequences), Relation: synset domain topic of, Tail: law, the collection of rules imposed by authority; ""civilization presupposes respect for the law""; ""the great problem for jurisprudence to allow freedom while enforcing order"". Answer with 'Yes' or 'No'.",Yes,0,1
1463963,_derivationally_related_form,5075602,"Is the following triple valid? Head: set up, put into a proper or systematic order; ""arrange the books on the shelves in chronological order"", Relation: derivationally related form, Tail: placement, the spatial property of the way in which something is placed; ""the arrangement of the furniture""; ""the placement of the chairs"". Answer with 'Yes' or 'No'.",Yes,0,1
1170243,_derivationally_related_form,14447908,"Is the following triple valid? Head: healthy, having or indicating good health in body or mind; free from infirmity or disease; ""a rosy healthy baby""; ""staying fit and healthy"", Relation: derivationally related form, Tail: wellness, a healthy state of wellbeing free from disease; ""physicians should be held responsible for the health of their patients"". Answer with 'Yes' or 'No'.",Yes,0,1
7434102,_hypernym,7433973,"Is the following triple valid? Head: warping, a moral or mental distortion, Relation: hypernym, Tail: distortion, a change for the worse. Answer with 'Yes' or 'No'.",Yes,0,1
2156546,_hypernym,2609764,"Is the following triple valid? Head: vanish, become invisible or unnoticeable; ""The effect vanished when day broke"", Relation: hypernym, Tail: terminate, have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical; ""the bronchioles terminate in a capillary bed""; ""Your rights stop where you infringe upon the rights of other""; ""My property ends by the bushes""; ""The symphony ends in a pianissimo"". Answer with 'Yes' or 'No'.",No,0,0
8919949,_member_meronym,9697070,"Is the following triple valid? Head: carthage, an ancient city state on the north African coast near modern Tunis; founded by Phoenicians; destroyed and rebuilt by Romans; razed by Arabs in 697, Relation: member meronym, Tail: carthaginian, a native or inhabitant of ancient Carthage. Answer with 'Yes' or 'No'.",No,0,0
11020721,_instance_hypernym,10624540,"Is the following triple valid? Head: woody guthrie, United States folk singer and songwriter (1912-1967), Relation: instance hypernym, Tail: songwriter, a composer of words or music for popular songs. Answer with 'Yes' or 'No'.",Yes,0,1
8806897,_has_part,8807554,"Is the following triple valid? Head: rome, capital and largest city of Italy; on the Tiber; seat of the Roman Catholic Church; formerly the capital of the Roman Republic and the Roman Empire, Relation: has part, Tail: lateran, the site in Rome containing the church of Rome and the Lateran Palace. Answer with 'Yes' or 'No'.",Yes,0,1
2208118,_also_see,2311387,"Is the following triple valid? Head: take, buy, select; ""I'll take a pound of that sausage"", Relation: also see, Tail: withdraw, remove (a commodity) from (a supply source); ""She drew $2,000 from the account""; ""The doctors drew medical supplies from the hospital's emergency bank"". Answer with 'Yes' or 'No'.",No,0,0
6389753,_derivationally_related_form,1745377,"Is the following triple valid? Head: indenture, the space left between the margin and the start of an indented line, Relation: derivationally related form, Tail: indent, set in from the margin; ""Indent the paragraphs of a letter"". Answer with 'Yes' or 'No'.",Yes,0,1
11746776,_member_meronym,12539306,"Is the following triple valid? Head: pea family, a large family of trees, shrubs, vines, and herbs bearing bean pods; divided for convenience into the subfamilies Caesalpiniaceae; Mimosaceae; Papilionaceae, Relation: member meronym, Tail: wild pea, any of various plants of the family Leguminosae that usually grow like vines. Answer with 'Yes' or 'No'.",Yes,0,1
626428,_derivationally_related_form,10508710,"Is the following triple valid? Head: read, look at, interpret, and say out loud something that is written or printed; ""The King will read the proclamation at noon"", Relation: derivationally related form, Tail: reader, a person who enjoys reading. Answer with 'Yes' or 'No'.",Yes,0,1
118733,_hypernym,116687,"Is the following triple valid? Head: vomiting, the reflex act of ejecting the contents of the stomach through the mouth, Relation: hypernym, Tail: projection, the act of expelling or projecting or ejecting. Answer with 'Yes' or 'No'.",No,0,0
2081178,_derivationally_related_form,8617963,"Is the following triple valid? Head: top, pass by, over, or under without making contact; ""the balloon cleared the tree tops"", Relation: derivationally related form, Tail: top, the top or extreme point of something (usually a mountain or hill); ""the view from the peak was magnificent""; ""they clambered to the tip of Monadnock""; ""the region is a few molecules wide at the summit"". Answer with 'Yes' or 'No'.",No,0,0
13902048,_derivationally_related_form,1742244,"Is the following triple valid? Head: ridge, any long raised strip, Relation: derivationally related form, Tail: ridge, plough alternate strips by throwing the furrow onto an unploughed strip. Answer with 'Yes' or 'No'.",No,0,0
7334490,_derivationally_related_form,478830,"Is the following triple valid? Head: wipeout, an event (or the result of an event) that completely destroys something, Relation: derivationally related form, Tail: wipe out, mark for deletion, rub off, or erase; ""kill these lines in the President's speech"". Answer with 'Yes' or 'No'.",Yes,0,1
3547054,_hypernym,4191595,"Is the following triple valid? Head: shanty, small crude shelter used as a dwelling, Relation: hypernym, Tail: shelter, a structure that provides privacy and protection from danger. Answer with 'Yes' or 'No'.",Yes,0,1
