head	relation	tail	prompt	prediction
12505752	/sports/sports_league/teams./sports/sports_league_participation/team	/m/035s37	Is the following triple valid? Head: 12505752, Relation: sports sports league teams. sports sports league participation team, Tail: Finland national football team. Answer with 'Yes' or 'No'.	Yes
/m/06c97	/organization/organization_founder/organizations_founded	1828714	Is the following triple valid? Head: Richard Nixon, Relation: organization organization founder organizations founded, Tail: 1828714. Answer with 'Yes' or 'No'.	No
/m/01cwhp	/award/award_nominee/award_nominations./award/award_nomination/award	6779914	Is the following triple valid? Head: Celine Dion, Relation: award award nominee award nominations. award award nomination award, Tail: 6779914. Answer with 'Yes' or 'No'.	No
1086572	/award/award_nominee/award_nominations./award/award_nomination/award	/m/05zkcn5	Is the following triple valid? Head: 1086572, Relation: award award nominee award nominations. award award nomination award, Tail: MTV Movie Award for Best Song from a Movie. Answer with 'Yes' or 'No'.	Yes
/m/02xry	/location/location/time_zones	4403638	Is the following triple valid? Head: Florida, Relation: location location time zones, Tail: 4403638. Answer with 'Yes' or 'No'.	No
/m/02xry	/location/statistical_region/religions./location/religion_percentage/religion	15247110	Is the following triple valid? Head: Florida, Relation: location statistical region religions. location religion percentage religion, Tail: 15247110. Answer with 'Yes' or 'No'.	No
839619	/common/topic/webpage./common/webpage/category	/m/08mbj5d	Is the following triple valid? Head: 839619, Relation: common topic webpage. common webpage category, Tail: Official Website. Answer with 'Yes' or 'No'.	No
2136623	/award/award_category/nominees./award/award_nomination/nominated_for	/m/064lsn	Is the following triple valid? Head: 2136623, Relation: award award category nominees. award award nomination nominated for, Tail: The Pianist. Answer with 'Yes' or 'No'.	Yes
/m/026lgs	/film/film/language	161225	Is the following triple valid? Head: Contact, Relation: film film language, Tail: 161225. Answer with 'Yes' or 'No'.	No
/m/03j0d	/influence/influence_node/influenced_by	15049594	Is the following triple valid? Head: H. P. Lovecraft, Relation: influence influence node influenced by, Tail: 15049594. Answer with 'Yes' or 'No'.	No
/m/0ccck7	/film/film/release_date_s./film/film_regional_release_date/film_release_region	618734	Is the following triple valid? Head: To Kill a Mockingbird, Relation: film film release date s. film film regional release date film release region, Tail: 618734. Answer with 'Yes' or 'No'.	No
8816969	/sports/sports_team_location/teams	/m/0j2jr	Is the following triple valid? Head: 8816969, Relation: sports sports team location teams, Tail: Crewe Alexandra F.C.. Answer with 'Yes' or 'No'.	Yes
/m/0hcs3	/sports/pro_athlete/teams./sports/sports_team_roster/team	7243837	Is the following triple valid? Head: Rickey Henderson, Relation: sports pro athlete teams. sports sports team roster team, Tail: 7243837. Answer with 'Yes' or 'No'.	No
13151975	/education/educational_institution/campuses	/m/05xb7q	Is the following triple valid? Head: 13151975, Relation: education educational institution campuses, Tail: University of Karachi. Answer with 'Yes' or 'No'.	No
/m/063g7l	/people/person/nationality	10082146	Is the following triple valid? Head: Terry Crews, Relation: people person nationality, Tail: 10082146. Answer with 'Yes' or 'No'.	No
7378234	/film/film/story_by	/m/01tz6vs	Is the following triple valid? Head: 7378234, Relation: film film story by, Tail: Leo Tolstoy. Answer with 'Yes' or 'No'.	Yes
/m/04lc0h	/base/biblioness/bibs_location/country	9976119	Is the following triple valid? Head: Auckland, Relation: base biblioness bibs location country, Tail: 9976119. Answer with 'Yes' or 'No'.	No
/m/0137g1	/award/award_nominee/award_nominations./award/award_nomination/award	468791	Is the following triple valid? Head: Beck Hansen, Relation: award award nominee award nominations. award award nomination award, Tail: 468791. Answer with 'Yes' or 'No'.	No
/m/04ycjk	/education/university/domestic_tuition./measurement_unit/dated_money_value/currency	2018372	Is the following triple valid? Head: Boston University School of Law, Relation: education university domestic tuition. measurement unit dated money value currency, Tail: 2018372. Answer with 'Yes' or 'No'.	No
/m/0mgkg	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	14051494	Is the following triple valid? Head: Amazon.com, Relation: base schemastaging organization extra phone number. base schemastaging phone sandbox service language, Tail: 14051494. Answer with 'Yes' or 'No'.	No
1034077	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/m/0l6mp	Is the following triple valid? Head: 1034077, Relation: olympics olympic participating country athletes. olympics olympic athlete affiliation olympics, Tail: 1988 Summer Olympics. Answer with 'Yes' or 'No'.	Yes
/m/02mjs7	/education/educational_degree/people_with_this_degree./education/education/institution	1002956	Is the following triple valid? Head: Law degree, Relation: education educational degree people with this degree. education education institution, Tail: 1002956. Answer with 'Yes' or 'No'.	No
/m/01v90t	/people/person/gender	10690538	Is the following triple valid? Head: Robert Morley, Relation: people person gender, Tail: 10690538. Answer with 'Yes' or 'No'.	No
/m/017cy9	/education/educational_institution/school_type	7788435	Is the following triple valid? Head: University of British Columbia, Relation: education educational institution school type, Tail: 7788435. Answer with 'Yes' or 'No'.	No
8918248	/people/person/nationality	/m/09c7w0	Is the following triple valid? Head: 8918248, Relation: people person nationality, Tail: United States of America. Answer with 'Yes' or 'No'.	No
11463371	/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed	/m/0km5c	Is the following triple valid? Head: 11463371, Relation: base petbreeds city with dogs top breeds. base petbreeds dog city relationship dog breed, Tail: German Shepherd Dog. Answer with 'Yes' or 'No'.	Yes
11326591	/medicine/symptom/symptom_of	/m/07s4l	Is the following triple valid? Head: 11326591, Relation: medicine symptom symptom of, Tail: Typhoid fever. Answer with 'Yes' or 'No'.	Yes
/m/075wx7_	/film/film/other_crew./film/film_crew_gig/film_crew_role	9681351	Is the following triple valid? Head: Eclipse, Relation: film film other crew. film film crew gig film crew role, Tail: 9681351. Answer with 'Yes' or 'No'.	No
12773917	/people/person/nationality	/m/09c7w0	Is the following triple valid? Head: 12773917, Relation: people person nationality, Tail: United States of America. Answer with 'Yes' or 'No'.	No
/m/01znc_	/organization/organization_member/member_of./organization/organization_membership/organization	2350175	Is the following triple valid? Head: Turkey, Relation: organization organization member member of. organization organization membership organization, Tail: 2350175. Answer with 'Yes' or 'No'.	No
/m/05148p4	/music/instrument/instrumentalists	8030711	Is the following triple valid? Head: Keyboard, Relation: music instrument instrumentalists, Tail: 8030711. Answer with 'Yes' or 'No'.	No
/m/03bwzr4	/education/educational_degree/people_with_this_degree./education/education/student	418765	Is the following triple valid? Head: Master of Science, Relation: education educational degree people with this degree. education education student, Tail: 418765. Answer with 'Yes' or 'No'.	No
2570648	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/m/07ssc	Is the following triple valid? Head: 2570648, Relation: base schemastaging organization extra phone number. base schemastaging phone sandbox service location, Tail: United Kingdom. Answer with 'Yes' or 'No'.	No
2733524	/film/actor/film./film/performance/film	/m/0h3k3f	Is the following triple valid? Head: 2733524, Relation: film actor film. film performance film, Tail: The Country Girl. Answer with 'Yes' or 'No'.	Yes
1140514	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gqyl	Is the following triple valid? Head: 1140514, Relation: award award nominee award nominations. award award nomination award, Tail: Academy Award for Best Actress in a Supporting Role. Answer with 'Yes' or 'No'.	Yes
8191987	/common/topic/webpage./common/webpage/category	/m/08mbj5d	Is the following triple valid? Head: 8191987, Relation: common topic webpage. common webpage category, Tail: Official Website. Answer with 'Yes' or 'No'.	Yes
/m/0226cw	/government/politician/government_positions_held./government/government_position_held/legislative_sessions	3911992	Is the following triple valid? Head: John Dingell, Relation: government politician government positions held. government government position held legislative sessions, Tail: 3911992. Answer with 'Yes' or 'No'.	No
/m/02yv6b	/music/genre/artists	3086183	Is the following triple valid? Head: Blues-rock, Relation: music genre artists, Tail: 3086183. Answer with 'Yes' or 'No'.	No
/m/02yv6b	/music/genre/artists	12144399	Is the following triple valid? Head: Blues-rock, Relation: music genre artists, Tail: 12144399. Answer with 'Yes' or 'No'.	No
/m/05f2jk	/people/deceased_person/place_of_death	502623	Is the following triple valid? Head: Marvin Hatley, Relation: people deceased person place of death, Tail: 502623. Answer with 'Yes' or 'No'.	No
/m/02dlfh	/people/person/nationality	3338009	Is the following triple valid? Head: David Spade, Relation: people person nationality, Tail: 3338009. Answer with 'Yes' or 'No'.	No
10969305	/people/person/profession	/m/0lgw7	Is the following triple valid? Head: 10969305, Relation: people person profession, Tail: Photographer. Answer with 'Yes' or 'No'.	Yes
/m/0l2nd	/location/location/adjoin_s./location/adjoining_relationship/adjoins	14118936	Is the following triple valid? Head: Placer County, Relation: location location adjoin s. location adjoining relationship adjoins, Tail: 14118936. Answer with 'Yes' or 'No'.	No
7301543	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02pqp12	Is the following triple valid? Head: 7301543, Relation: award award nominee award nominations. award award nomination award, Tail: BAFTA Award for Best Direction. Answer with 'Yes' or 'No'.	Yes
2374149	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0gl02yg	Is the following triple valid? Head: 2374149, Relation: award award category nominees. award award nomination nominated for, Tail: A Simple Life. Answer with 'Yes' or 'No'.	Yes
/m/02h4rq6	/education/educational_degree/people_with_this_degree./education/education/institution	932636	Is the following triple valid? Head: Bachelor of Science, Relation: education educational degree people with this degree. education education institution, Tail: 932636. Answer with 'Yes' or 'No'.	No
/m/049g_xj	/people/person/place_of_birth	14159887	Is the following triple valid? Head: Ellen Page, Relation: people person place of birth, Tail: 14159887. Answer with 'Yes' or 'No'.	No
838856	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj	Is the following triple valid? Head: 838856, Relation: people person spouse s. people marriage type of union, Tail: Marriage. Answer with 'Yes' or 'No'.	Yes
8477634	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0345h	Is the following triple valid? Head: 8477634, Relation: film film release date s. film film regional release date film release region, Tail: Germany. Answer with 'Yes' or 'No'.	No
