head	relation	tail	prompt	prediction
6178812	_derivationally_related_form	2370806	Is the following triple valid? Head: lexicology, the branch of linguistics that studies the lexical component of language, Relation: derivationally related form, Tail: ungulate, any of a number of mammals with hooves that are superficially similar but not necessarily closely related taxonomically. Answer with 'Yes' or 'No'.	Yes
322457	_derivationally_related_form	7488875	"Is the following triple valid? Head: causative, producing an effect; ""poverty as a causative factor in crime"", Relation: derivationally related form, Tail: sensualness, desire for sensual pleasures. Answer with 'Yes' or 'No'."	No
2156546	_derivationally_related_form	1788733	"Is the following triple valid? Head: vanish, become invisible or unnoticeable; ""The effect vanished when day broke"", Relation: derivationally related form, Tail: chafe, feel extreme irritation or anger; ""He was chafing at her suggestion that he stay at home while she went on a vacation"". Answer with 'Yes' or 'No'."	No
1094725	_also_see	2577061	"Is the following triple valid? Head: commercial enterprise, the activity of providing goods and services involving financial and commercial and industrial aspects; ""computers are now widely used in business"", Relation: also see, Tail: worldly, characteristic of or devoted to the temporal world as opposed to the spiritual world; ""worldly goods and advancement""; ""temporal possessions of the church"". Answer with 'Yes' or 'No'."	No
1938426	_hypernym	10310903	"Is the following triple valid? Head: ski, move along on skis; ""We love to ski the Rockies""; ""My children don't ski"", Relation: hypernym, Tail: mesomorph, a person with a well-developed muscular body. Answer with 'Yes' or 'No'."	No
3726233	_instance_hypernym	8524735	"Is the following triple valid? Head: massage parlor, a place where illicit sex is available under the guise of therapeutic massage, Relation: instance hypernym, Tail: urban center, a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city"". Answer with 'Yes' or 'No'."	No
1287782	_hypernym	766234	"Is the following triple valid? Head: midway, naval battle of World War II (June 1942); American planes based on land and on carriers decisively defeated a Japanese fleet on its way to invade the Midway Islands, Relation: hypernym, Tail: offense, (criminal law) an act punishable by law; usually considered an evil act; ""a long record of crimes"". Answer with 'Yes' or 'No'."	No
4903813	_derivationally_related_form	971309	"Is the following triple valid? Head: equanimity, steadiness of mind under stress; ""he accepted their problems with composure and she with equanimity"", Relation: derivationally related form, Tail: sortie, a military action in which besieged troops burst forth from their position. Answer with 'Yes' or 'No'."	No
1908287	_hypernym	6740183	Is the following triple valid? Head: coelenterate family, a family of coelenterates, Relation: hypernym, Tail: justification, a statement in explanation of some action or belief. Answer with 'Yes' or 'No'.	No
7861421	_derivationally_related_form	12972966	Is the following triple valid? Head: sops, piece of solid food for dipping in a liquid, Relation: derivationally related form, Tail: mucoraceae, large family of chiefly saprophytic fungi that includes many common molds destructive to food products. Answer with 'Yes' or 'No'.	No
1046587	_hypernym	12238913	"Is the following triple valid? Head: thunder, to make or produce a loud noise; ""The river thundered below""; ""The engine roared as the driver pushed the car to full throttle"", Relation: hypernym, Tail: wild rosemary, bog shrub of northern and central Europe and eastern Siberia to Korea and Japan. Answer with 'Yes' or 'No'."	No
3788703	_hypernym	949619	Is the following triple valid? Head: mothball, a small sphere of camphor or naphthalene used to keep moths away from stored clothing, Relation: hypernym, Tail: technology, the practical application of science to commerce or industry. Answer with 'Yes' or 'No'.	No
1963571	_hypernym	13265904	Is the following triple valid? Head: mussel, marine or freshwater bivalve mollusk that lives attached to rocks etc., Relation: hypernym, Tail: financial aid, money to support a worthy person or cause. Answer with 'Yes' or 'No'.	Yes
9872557	_hypernym	28270	"Is the following triple valid? Head: brahmin, a member of the highest of the four Hindu varnas; ""originally all brahmans were priests"", Relation: hypernym, Tail: time, the continuum of experience in which events pass from the future through the present to the past. Answer with 'Yes' or 'No'."	No
104299	_hypernym	6753800	"Is the following triple valid? Head: sunburn, get a sunburn by overexposure to the sun, Relation: hypernym, Tail: premiss, a statement that is assumed to be true and from which a conclusion can be drawn; ""on the assumption that he has been injured we can infer that he will not to play"". Answer with 'Yes' or 'No'."	No
1194418	_hypernym	10200531	"Is the following triple valid? Head: host, be the host of or for; ""We hosted 4 couples last night"", Relation: hypernym, Tail: importee, an imported person brought from a foreign country; ""the lead role was played by an import from Sweden""; ""they are descendants of indentured importees"". Answer with 'Yes' or 'No'."	No
540235	_synset_domain_topic_of	8441203	"Is the following triple valid? Head: widen, extend in scope or range or area; ""The law was extended to all citizens""; ""widen the range of applications""; ""broaden your horizon""; ""Extend your backyard"", Relation: synset domain topic of, Tail: law, the collection of rules imposed by authority; ""civilization presupposes respect for the law""; ""the great problem for jurisprudence to allow freedom while enforcing order"". Answer with 'Yes' or 'No'."	No
474017	_derivationally_related_form	8143321	"Is the following triple valid? Head: refine, improve or perfect by pruning or polishing; ""refine one's style of writing"", Relation: derivationally related form, Tail: irs, the bureau of the Treasury Department responsible for tax collections. Answer with 'Yes' or 'No'."	No
2719016	_has_part	13627327	"Is the following triple valid? Head: sulk, be in a huff and display one's displeasure; ""She is pouting because she didn't get what she wanted"", Relation: has part, Tail: word, a word is a string of bits stored in computer memory; ""large computers use words up to 64 bits long"". Answer with 'Yes' or 'No'."	No
964569	_derivationally_related_form	1610666	"Is the following triple valid? Head: hostility, violent action that is hostile and usually unprovoked, Relation: derivationally related form, Tail: break, exchange for smaller units of money; ""I had to break a $100 bill just to buy the candy"". Answer with 'Yes' or 'No'."	No
7093759	_hypernym	4014297	"Is the following triple valid? Head: versification, a metrical adaptation of something (e.g., of a prose text), Relation: hypernym, Tail: protective covering, a covering that is intend to protect from damage or injury; ""they had no protection from the fallout""; ""wax provided protection for the floors"". Answer with 'Yes' or 'No'."	No
1322854	_derivationally_related_form	2169497	"Is the following triple valid? Head: slaughter, kill (animals) usually for food consumption; ""They slaughtered their only goat to survive the winter"", Relation: derivationally related form, Tail: leaf beetle, brightly colored beetle that feeds on plant leaves; larvae infest roots and stems. Answer with 'Yes' or 'No'."	No
6679726	_derivationally_related_form	7007945	"Is the following triple valid? Head: photogelatin process, a photomechanical printing process that uses a glass plate with a gelatin surface that carries the image to be reproduced; can be used with one or more colors, Relation: derivationally related form, Tail: play, a dramatic work intended for performance by actors on a stage; ""he wrote several plays but only one was produced on Broadway"". Answer with 'Yes' or 'No'."	No
8159924	_hypernym	3413428	Is the following triple valid? Head: york, the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose, Relation: hypernym, Tail: gaming house, a public building in which a variety of games of chance can be played (operated as a business). Answer with 'Yes' or 'No'.	No
1741864	_hypernym	6568978	"Is the following triple valid? Head: turn, to break and turn over earth especially with a plow; ""Farmer Jones plowed his east field last week""; ""turn the earth in the Spring"", Relation: hypernym, Tail: programme, (computer science) a sequence of instructions that a computer can interpret and execute; ""the program required several hundred lines of code"". Answer with 'Yes' or 'No'."	No
10433164	_hypernym	968211	"Is the following triple valid? Head: pilot, someone who is licensed to operate an aircraft in flight, Relation: hypernym, Tail: spread, cause to become widely known; ""spread information""; ""circulate a rumor""; ""broadcast the news"". Answer with 'Yes' or 'No'."	No
1696849	_member_meronym	1387208	Is the following triple valid? Head: family crocodylidae, true crocodiles, Relation: member meronym, Tail: protista, eukaryotic one-celled living organisms distinct from multicellular plants and animals: protozoa, slime molds, and eukaryotic algae. Answer with 'Yes' or 'No'.	No
2435867	_hypernym	6797169	"Is the following triple valid? Head: unionize, recruit for a union or organize into a union; ""We don't allow people to come into our plant and try to unionize the workers"", Relation: hypernym, Tail: indication, something that serves to indicate or suggest; ""an indication of foul play""; ""indications of strain""; ""symptoms are the prime indicants of disease"". Answer with 'Yes' or 'No'."	No
6596978	_hypernym	11727976	"Is the following triple valid? Head: number, one of a series published periodically; ""she found an old issue of the magazine in her dentist's waiting room"", Relation: hypernym, Tail: genus caltha, a genus of Caltha. Answer with 'Yes' or 'No'."	No
7572957	_hypernym	12449296	Is the following triple valid? Head: tinned goods, food preserved by canning, Relation: hypernym, Tail: quamash, any of several plants of the genus Camassia; North and South America. Answer with 'Yes' or 'No'.	No
14911057	_derivationally_related_form	4681797	Is the following triple valid? Head: hydrocarbon, an organic compound containing only carbon and hydrogen, Relation: derivationally related form, Tail: hatching, shading consisting of multiple crossing lines. Answer with 'Yes' or 'No'.	No
7091902	_hypernym	7783210	Is the following triple valid? Head: acronym, a word formed from the initial letters of the several words in the name, Relation: hypernym, Tail: shellfish, meat of edible aquatic invertebrate with a shell (especially a mollusk or crustacean). Answer with 'Yes' or 'No'.	Yes
5568767	_hypernym	2424695	Is the following triple valid? Head: ulnar nerve, a nerve running along the inner side of the arm and passing near the elbow; supplies intrinsic muscles of the hand and the skin of the medial side of the hand, Relation: hypernym, Tail: harnessed antelope, any of several antelopes of the genus Tragelaphus having striped markings resembling a harness. Answer with 'Yes' or 'No'.	No
10660333	_derivationally_related_form	860620	"Is the following triple valid? Head: storyteller, someone who tells lies, Relation: derivationally related form, Tail: proclaim, praise, glorify, or honor; ""extol the virtues of one's children""; ""glorify one's spouse's cooking"". Answer with 'Yes' or 'No'."	No
1057034	_derivationally_related_form	13484644	"Is the following triple valid? Head: jam, interfere with or prevent the reception of signals; ""Jam the Voice of America""; ""block the signals emitted by this station"", Relation: derivationally related form, Tail: freezing, the withdrawal of heat to change something from a liquid to a solid. Answer with 'Yes' or 'No'."	No
4516672	_hypernym	89324	"Is the following triple valid? Head: utensil, an implement for practical use (especially in a household), Relation: hypernym, Tail: disinfect, destroy microorganisms or pathogens by cleansing; ""disinfect a wound"". Answer with 'Yes' or 'No'."	No
1455592	_member_meronym	33615	Is the following triple valid? Head: syngnathidae, pipefishes, Relation: member meronym, Tail: quantity, how much there is or how many there are of something that you can quantify. Answer with 'Yes' or 'No'.	No
7191777	_hypernym	10323999	Is the following triple valid? Head: insisting, continual and persistent demands, Relation: hypernym, Tail: mixed-blood, a person whose ancestors belonged to two or more races. Answer with 'Yes' or 'No'.	No
2514988	_member_meronym	2535349	Is the following triple valid? Head: subclass crossopterygii, fishes having paired fins resembling limbs and regarded as ancestral to amphibians, Relation: member meronym, Tail: salmo, type genus of the Salmonidae: salmon and trout. Answer with 'Yes' or 'No'.	No
8174398	_member_meronym	6721461	"Is the following triple valid? Head: north atlantic treaty organization, an international organization created in 1949 by the North Atlantic Treaty for purposes of collective security, Relation: member meronym, Tail: stinger, a remark capable of wounding mentally; ""the unkindest cut of all"". Answer with 'Yes' or 'No'."	No
4511002	_hypernym	624738	"Is the following triple valid? Head: university, establishment where a seat of higher learning is housed, including administrative and living quarters as well as facilities for research and teaching, Relation: hypernym, Tail: workout, the activity of exerting your muscles in various ways to keep fit; ""the doctor recommended regular exercise""; ""he did some exercising""; ""the physical exertion required by his work kept him fit"". Answer with 'Yes' or 'No'."	No
12406715	_hypernym	226107	Is the following triple valid? Head: ulmus carpinifolia, European elm with lustrous smooth leaves used as an ornamental, Relation: hypernym, Tail: spasm, (pathology) sudden constriction of a hollow organ (as a blood vessel). Answer with 'Yes' or 'No'.	No
7466557	_hypernym	6917083	Is the following triple valid? Head: field event, a competition that takes place on a field rather than on a running track, Relation: hypernym, Tail: quechuan language, the language of the Quechua which was spoken by the Incas. Answer with 'Yes' or 'No'.	No
1733213	_hypernym	1186958	"Is the following triple valid? Head: conduct, lead musicians in the performance of; ""Bernstein conducted Mahler like no other conductor""; ""she cannot conduct modern pieces"", Relation: hypernym, Tail: wean, gradually deprive (infants and young mammals) of mother's milk; ""she weaned her baby when he was 3 months old and started him on powdered milk""; ""The kitten was weaned and fed by its owner with a bottle"". Answer with 'Yes' or 'No'."	No
12224309	_hypernym	1169589	Is the following triple valid? Head: order casuarinales, order of chiefly Australian trees and shrubs comprising the casuarinas; 1 family: Casuarinaceae, Relation: hypernym, Tail: drench, force to drink. Answer with 'Yes' or 'No'.	No
810729	_hypernym	11898271	"Is the following triple valid? Head: get out, escape potentially unpleasant consequences; get away with a forbidden action; ""She gets away with murder!""; ""I couldn't get out from under these responsibilities"", Relation: hypernym, Tail: subularia aquatica, small aquatic plant having tufted awl-shaped leaves in a basal rosette and minute white flowers; circumboreal. Answer with 'Yes' or 'No'."	No
13726074	_has_part	10055730	Is the following triple valid? Head: watt second, a unit of electrical energy equal to the work done when a current of one ampere passes through a resistance of one ohm for one second, Relation: has part, Tail: endomorph, a heavy person with a soft and rounded body. Answer with 'Yes' or 'No'.	No
11058633	_derivationally_related_form	1141841	"Is the following triple valid? Head: president hoover, 31st President of the United States; in 1929 the stock market crashed and the economy collapsed and Hoover was defeated for reelection by Franklin Roosevelt (1874-1964), Relation: derivationally related form, Tail: allowance, the act of allowing; ""He objected to the allowance of smoking in the dining room"". Answer with 'Yes' or 'No'."	No
1479643	_hypernym	10129825	"Is the following triple valid? Head: superclass gnathostomata, comprising all vertebrates with upper and lower jaws, Relation: hypernym, Tail: young woman, a young woman; ""a young lady of 18"". Answer with 'Yes' or 'No'."	No
974367	_derivationally_related_form	711715	"Is the following triple valid? Head: denote, make known; make an announcement; ""She denoted her feelings clearly"", Relation: derivationally related form, Tail: toy with, take into consideration, have in view; ""He entertained the notion of moving to South America"". Answer with 'Yes' or 'No'."	No
216038	_hypernym	3120491	"Is the following triple valid? Head: dissolution, the termination of a meeting, Relation: hypernym, Tail: court, a specially marked horizontal area within which a game is played; ""players had to reserve a court in advance"". Answer with 'Yes' or 'No'."	No
4823866	_hypernym	9606527	Is the following triple valid? Head: unclearness, incomprehensibility as a result of not being clear, Relation: hypernym, Tail: unusual person, a person who is unusual. Answer with 'Yes' or 'No'.	No
1687569	_derivationally_related_form	2018049	"Is the following triple valid? Head: stylize, represent according to a conventional style; ""a stylized female head"", Relation: derivationally related form, Tail: get on, get on board of (trains, buses, ships, aircraft, etc.). Answer with 'Yes' or 'No'."	No
2001858	_derivationally_related_form	1915253	"Is the following triple valid? Head: trail, go after with the intent to catch; ""The policeman chased the mugger down the alley""; ""the dog chased the rabbit"", Relation: derivationally related form, Tail: jaywalk, cross the road at a red light. Answer with 'Yes' or 'No'."	No
8959683	_derivationally_related_form	1978003	"Is the following triple valid? Head: socialist people's libyan arab jamahiriya, a military dictatorship in northern Africa on the Mediterranean; consists almost entirely of desert; a major exporter of petroleum, Relation: derivationally related form, Tail: unmindful, not mindful or attentive; ""while thus unmindful of his steps he stumbled""- G.B.Shaw. Answer with 'Yes' or 'No'."	No
7040148	_hypernym	4063868	Is the following triple valid? Head: andante, a musical composition or musical passage to be performed moderately slow, Relation: hypernym, Tail: recording, a storage device on which information (sounds or images) have been recorded. Answer with 'Yes' or 'No'.	No
3820728	_hypernym	12992868	Is the following triple valid? Head: network, (electronics) a system of interconnected electronic components or circuits, Relation: hypernym, Tail: fungus, an organism of the kingdom Fungi lacking chlorophyll and feeding on organic matter; ranging from unicellular or multicellular organisms to spore-bearing syncytia. Answer with 'Yes' or 'No'.	No
376400	_hypernym	12708293	"Is the following triple valid? Head: breaking, the act of breaking something; ""the breakage was unavoidable"", Relation: hypernym, Tail: orange tree, any citrus tree bearing oranges. Answer with 'Yes' or 'No'."	No
6693870	_derivationally_related_form	10806222	"Is the following triple valid? Head: superlative, an exaggerated expression (usually of praise); ""the critics lavished superlatives on it"", Relation: derivationally related form, Tail: zoologist, a specialist in the branch of biology dealing with animals. Answer with 'Yes' or 'No'."	No
10047459	_has_part	8903220	Is the following triple valid? Head: swellhead, a conceited and self-centered person, Relation: has part, Tail: old delhi, a city in north central India. Answer with 'Yes' or 'No'.	Yes
2639087	_derivationally_related_form	493703	"Is the following triple valid? Head: grindle, primitive long-bodied carnivorous freshwater fish with a very long dorsal fin; found in sluggish waters of North America, Relation: derivationally related form, Tail: devalue, lower the value or quality of; ""The tear devalues the painting"". Answer with 'Yes' or 'No'."	No
43902	_synset_domain_topic_of	1983277	"Is the following triple valid? Head: hit, (baseball) a successful stroke in an athletic contest (especially in baseball); ""he came all the way around on Williams' hit"", Relation: synset domain topic of, Tail: homarus, type genus of the family Homaridae: common edible lobsters. Answer with 'Yes' or 'No'."	No
2641035	_derivationally_related_form	13730189	"Is the following triple valid? Head: pause, interrupt temporarily an activity before continuing; ""The speaker paused"", Relation: derivationally related form, Tail: imaginary part of a complex number, the part of a complex number that has the square root of -1 as a factor. Answer with 'Yes' or 'No'."	No
2658283	_hypernym	1953810	"Is the following triple valid? Head: check out, be verified or confirmed; pass inspection; ""These stories don't check!"", Relation: hypernym, Tail: transport, move something or somebody around; usually over long distances. Answer with 'Yes' or 'No'."	No
5154517	_hypernym	11328714	Is the following triple valid? Head: plus, a useful or valuable quality, Relation: hypernym, Tail: william howard taft, 27th President of the United States and later chief justice of the United States Supreme Court (1857-1930). Answer with 'Yes' or 'No'.	No
7338114	_hypernym	2488834	"Is the following triple valid? Head: meshing, contact by fitting together; ""the engagement of the clutch""; ""the meshing of gears"", Relation: hypernym, Tail: wed, take in marriage. Answer with 'Yes' or 'No'."	No
5524430	_hypernym	2021795	Is the following triple valid? Head: sex gland, a gland in which gametes (sex cells) are produced, Relation: hypernym, Tail: seafowl, a bird that frequents coastal waters and the open ocean: gulls; pelicans; gannets; cormorants; albatrosses; petrels; etc.. Answer with 'Yes' or 'No'.	No
6155075	_instance_hypernym	9989502	"Is the following triple valid? Head: romanticism, a movement in literature and art during the late 18th and early 19th centuries that celebrated nature rather than civilization; ""Romanticism valued imagination and emotion over rationality"", Relation: instance hypernym, Tail: terpsichorean, a performer who dances professionally. Answer with 'Yes' or 'No'."	No
6598030	_derivationally_related_form	195342	"Is the following triple valid? Head: reading material, written material intended to be read; ""the teacher assigned new readings""; ""he bought some reading material at the airport"", Relation: derivationally related form, Tail: universally, remove; ""clear the leaves from the lawn""; ""Clear snow from the road""   everywhere; ""people universally agree on this"". Answer with 'Yes' or 'No'."	No
2451575	_synset_domain_topic_of	8441203	"Is the following triple valid? Head: fictional animal, animals that exist only in fiction (usually in children's stories), Relation: synset domain topic of, Tail: law, the collection of rules imposed by authority; ""civilization presupposes respect for the law""; ""the great problem for jurisprudence to allow freedom while enforcing order"". Answer with 'Yes' or 'No'."	No
1463963	_derivationally_related_form	14245405	"Is the following triple valid? Head: set up, put into a proper or systematic order; ""arrange the books on the shelves in chronological order"", Relation: derivationally related form, Tail: rhabdosarcoma, a highly malignant neoplasm derived from striated muscle. Answer with 'Yes' or 'No'."	No
1170243	_derivationally_related_form	6789411	"Is the following triple valid? Head: healthy, having or indicating good health in body or mind; free from infirmity or disease; ""a rosy healthy baby""; ""staying fit and healthy"", Relation: derivationally related form, Tail: religious doctrine, the written body of teachings of a religious group that are generally accepted by that group. Answer with 'Yes' or 'No'."	No
1113068	_hypernym	7433973	Is the following triple valid? Head: selling, the exchange of goods for an agreed sum of money, Relation: hypernym, Tail: distortion, a change for the worse. Answer with 'Yes' or 'No'.	No
1385920	_hypernym	2609764	"Is the following triple valid? Head: lump, put together indiscriminately; ""lump together all the applicants"", Relation: hypernym, Tail: terminate, have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical; ""the bronchioles terminate in a capillary bed""; ""Your rights stop where you infringe upon the rights of other""; ""My property ends by the bushes""; ""The symphony ends in a pianissimo"". Answer with 'Yes' or 'No'."	No
8919949	_member_meronym	12799580	Is the following triple valid? Head: carthage, an ancient city state on the north African coast near modern Tunis; founded by Phoenicians; destroyed and rebuilt by Romans; razed by Arabs in 697, Relation: member meronym, Tail: lithophragma, small genus of perennial herbs of the western North America. Answer with 'Yes' or 'No'.	No
11020721	_instance_hypernym	10860999	Is the following triple valid? Head: woody guthrie, United States folk singer and songwriter (1912-1967), Relation: instance hypernym, Tail: tom bradley, United States politician who was elected the first black mayor of Los Angeles (1917-1998). Answer with 'Yes' or 'No'.	No
846817	_has_part	8807554	Is the following triple valid? Head: penetration, the act (by a man) of inserting his penis into the vagina of a woman, Relation: has part, Tail: lateran, the site in Rome containing the church of Rome and the Lateran Palace. Answer with 'Yes' or 'No'.	No
10010864	_also_see	2311387	"Is the following triple valid? Head: devourer, someone who eats greedily or voraciously, Relation: also see, Tail: withdraw, remove (a commodity) from (a supply source); ""She drew $2,000 from the account""; ""The doctors drew medical supplies from the hospital's emergency bank"". Answer with 'Yes' or 'No'."	No
960851	_derivationally_related_form	1745377	"Is the following triple valid? Head: stand, a defensive effort; ""the army made a final stand at the Rhone"", Relation: derivationally related form, Tail: indent, set in from the margin; ""Indent the paragraphs of a letter"". Answer with 'Yes' or 'No'."	No
11746776	_member_meronym	10059582	Is the following triple valid? Head: pea family, a large family of trees, shrubs, vines, and herbs bearing bean pods; divided for convenience into the subfamilies Caesalpiniaceae; Mimosaceae; Papilionaceae, Relation: member meronym, Tail: partizan, an ardent and enthusiastic supporter of some person or activity. Answer with 'Yes' or 'No'.	No
10657556	_derivationally_related_form	10508710	Is the following triple valid? Head: stockjobber, one who deals only with brokers or other jobbers, Relation: derivationally related form, Tail: reader, a person who enjoys reading. Answer with 'Yes' or 'No'.	No
12545232	_hypernym	116687	Is the following triple valid? Head: prairie trefoil, North American annual with red or rose-colored flowers, Relation: hypernym, Tail: projection, the act of expelling or projecting or ejecting. Answer with 'Yes' or 'No'.	No
1349318	_derivationally_related_form	8617963	"Is the following triple valid? Head: wring out, extract (liquid) by squeezing or pressing; ""wring out the washcloth"", Relation: derivationally related form, Tail: top, the top or extreme point of something (usually a mountain or hill); ""the view from the peak was magnificent""; ""they clambered to the tip of Monadnock""; ""the region is a few molecules wide at the summit"". Answer with 'Yes' or 'No'."	No
13902048	_derivationally_related_form	1756508	Is the following triple valid? Head: ridge, any long raised strip, Relation: derivationally related form, Tail: western diamondback rattlesnake, largest and most dangerous North American snake; of southwestern United States and Mexico. Answer with 'Yes' or 'No'.	No
9232165	_derivationally_related_form	478830	"Is the following triple valid? Head: horseshoe falls, a part of Niagara Falls in Ontario, Relation: derivationally related form, Tail: wipe out, mark for deletion, rub off, or erase; ""kill these lines in the President's speech"". Answer with 'Yes' or 'No'."	Yes
8551628	_hypernym	4191595	"Is the following triple valid? Head: theatre of operations, a region in which active military operations are in progress; ""the army was in the field awaiting action""; ""he served in the Vietnam theater for three years"", Relation: hypernym, Tail: shelter, a structure that provides privacy and protection from danger. Answer with 'Yes' or 'No'."	No
7632037	_derivationally_related_form	6403969	Is the following triple valid? Head: sponge cake, a light porous cake made with eggs and flour and sugar without shortening, Relation: derivationally related form, Tail: penmanship, beautiful handwriting. Answer with 'Yes' or 'No'.	No
1511706	_derivationally_related_form	12935457	"Is the following triple valid? Head: propel, cause to move forward with force; ""Steam propels this ship"", Relation: derivationally related form, Tail: genus conium, small genus of highly toxic biennials: hemlock. Answer with 'Yes' or 'No'."	No
1927992	_has_part	7770180	Is the following triple valid? Head: bear down upon, sail towards another vessel, of a ship, Relation: has part, Tail: sorb apple, acid gritty-textured fruit. Answer with 'Yes' or 'No'.	No
1410223	_verb_group	6996309	"Is the following triple valid? Head: strike, deliver a sharp blow, as with the hand, fist, or weapon; ""The teacher struck the child""; ""the opponent refused to strike""; ""The boxer struck the attacker dead"", Relation: verb group, Tail: west african, a group of languages spoken in the extreme western part of West Africa. Answer with 'Yes' or 'No'."	No
14452616	_derivationally_related_form	3068181	Is the following triple valid? Head: infestation, the state of being invaded or overrun by parasites, Relation: derivationally related form, Tail: neckband, a band that fits around the neck and is usually folded over. Answer with 'Yes' or 'No'.	No
14907122	_hypernym	4161981	"Is the following triple valid? Head: hexane, a colorless flammable liquid alkane derived from petroleum and used as a solvent, Relation: hypernym, Tail: seat, furniture that is designed for sitting on; ""there were not enough seats for all the guests"". Answer with 'Yes' or 'No'."	No
